date,category,sub_category,product,price,quantity,total_sales
2025-06-02,supermarket,none,tea,31452,19,597588
2025-08-12,stationary,none,pen,44693,18,804474
2025-01-31,supermarket,none,tea,50200,6,301200
2025-11-19,clothes,women,top,34886,2,69772
2025-06-23,stationary,none,page-folder,16301,5,81505
2025-01-07,clothes,women,suits,41990,26,1091740
2025-02-22,stationary,none,notebook,58609,24,1406616
2025-03-05,clothes,men,shirt,25081,24,601944
2025-11-16,electronics,none,smartwatch,6357,4,25428
2025-03-06,electronics,none,mobile,46550,15,698250
2025-10-20,supermarket,none,rice,24352,25,608800
2025-09-14,stationary,none,pen,2983,36,107388
2025-01-24,clothes,men,trouser,36475,23,838925
2025-06-12,clothes,men,shirt,17084,14,239176
2025-04-03,supermarket,none,tea,2698,32,86336
2025-12-29,supermarket,none,tea,58860,35,2060100
2025-09-05,clothes,men,shirt,28919,35,1012165
2025-10-24,stationary,none,pen,31372,18,564696
2025-02-14,clothes,women,suits,38276,26,995176
2025-09-11,stationary,none,notebook,28378,38,1078364
2025-03-22,clothes,women,suits,47359,31,1468129
2025-07-08,clothes,women,top,52896,17,899232
2025-01-31,electronics,none,headphones,17132,39,668148
2025-08-22,supermarket,none,cooking oil,5271,26,137046
2025-11-16,supermarket,none,tea,31246,17,531182
2025-02-17,electronics,none,laptop,25037,22,550814
2025-02-23,supermarket,none,bread,27705,31,858855
2025-12-22,supermarket,none,cooking oil,22973,31,712163
2025-04-28,stationary,none,pen,28683,12,344196
2025-06-20,stationary,none,pencil,8889,7,62223
2025-11-15,supermarket,none,cooking oil,27566,6,165396
2025-03-04,stationary,none,pencil,44074,38,1674812
2025-03-10,clothes,women,suits,58626,24,1407024
2025-11-14,stationary,none,pencil,37827,2,75654
2025-08-01,supermarket,none,bread,17908,15,268620
2025-01-28,clothes,men,shirt,6268,19,119092
2025-08-25,electronics,none,smartwatch,6155,23,141565
2025-07-15,stationary,none,notebook,59804,19,1136276
2025-02-11,electronics,none,laptop,8391,11,92301
2025-03-30,clothes,men,trouser,9192,35,321720
2025-11-03,electronics,none,headphones,25985,9,233865
2025-10-02,supermarket,none,tea,49858,17,847586
2025-12-02,stationary,none,page-folder,17541,24,420984
2025-09-09,clothes,women,top,16393,39,639327
2025-03-12,clothes,men,trouser,38024,27,1026648
2025-05-28,supermarket,none,bread,3106,27,83862
2025-10-22,stationary,none,pen,46753,39,1823367
2025-04-12,clothes,women,suits,5112,12,61344
2025-04-28,supermarket,none,rice,21171,37,783327
2025-10-07,electronics,none,smartwatch,32399,40,1295960
2025-10-03,supermarket,none,rice,55800,38,2120400
2025-11-06,electronics,none,smartwatch,39794,37,1472378
2025-08-05,supermarket,none,bread,5490,31,170190
2025-10-19,stationary,none,pen,56535,33,1865655
2025-06-11,supermarket,none,bread,46476,7,325332
2025-04-23,stationary,none,pen,25513,23,586799
2025-08-23,clothes,women,top,25475,9,229275
2025-09-20,clothes,men,trouser,53032,29,1537928
2025-10-03,clothes,men,shirt,4731,31,146661
2025-07-11,clothes,men,shirt,18036,28,505008
2025-05-26,stationary,none,pen,14591,21,306411
2025-01-18,stationary,none,notebook,57633,32,1844256
2025-12-17,stationary,none,notebook,44187,28,1237236
2025-01-21,supermarket,none,tea,4888,24,117312
2025-12-24,clothes,men,shirt,6728,8,53824
2025-04-22,supermarket,none,rice,29219,27,788913
2025-07-09,electronics,none,mobile,43458,27,1173366
2025-04-22,supermarket,none,tea,55881,15,838215
2025-12-08,clothes,women,top,45089,6,270534
2025-04-28,supermarket,none,rice,47083,12,564996
2025-07-19,electronics,none,mobile,18251,31,565781
2025-10-28,supermarket,none,cooking oil,7699,6,46194
2025-10-02,electronics,none,mobile,52526,37,1943462
2025-10-14,stationary,none,pencil,30984,34,1053456
2025-07-07,supermarket,none,tea,5872,21,123312
2025-01-24,supermarket,none,tea,43570,28,1219960
2025-10-25,stationary,none,notebook,617,13,8021
2025-09-23,clothes,women,top,23679,5,118395
2025-09-21,clothes,men,shirt,10698,30,320940
2025-10-04,supermarket,none,rice,54693,34,1859562
2025-12-11,stationary,none,pencil,12277,35,429695
2025-02-20,supermarket,none,bread,20112,2,40224
2025-08-20,electronics,none,laptop,9480,10,94800
2025-03-22,supermarket,none,bread,26851,39,1047189
2025-02-15,electronics,none,smartwatch,44273,31,1372463
2025-06-10,electronics,none,mobile,29989,37,1109593
2025-05-02,supermarket,none,tea,13199,8,105592
2025-01-01,stationary,none,notebook,39509,21,829689
2025-11-19,stationary,none,pen,16618,25,415450
2025-08-07,stationary,none,notebook,38479,27,1038933
2025-09-06,supermarket,none,tea,8205,19,155895
2025-10-07,supermarket,none,bread,40453,12,485436
2025-03-26,supermarket,none,rice,51194,14,716716
2025-11-01,supermarket,none,cooking oil,53459,36,1924524
2025-11-18,supermarket,none,tea,23840,16,381440
2025-10-26,stationary,none,page-folder,56540,31,1752740
2025-01-30,clothes,women,top,22994,32,735808
2025-02-09,supermarket,none,rice,35621,9,320589
2025-10-03,clothes,women,top,54794,32,1753408
2025-07-23,clothes,women,top,13829,26,359554
2025-11-11,supermarket,none,tea,9830,21,206430
2025-10-11,electronics,none,headphones,23424,22,515328
2025-03-06,supermarket,none,bread,369,21,7749
2025-01-09,electronics,none,smartwatch,19135,13,248755
2025-03-29,electronics,none,laptop,26526,34,901884
2025-06-25,clothes,women,top,40326,33,1330758
2025-06-05,stationary,none,pencil,4457,19,84683
2025-03-07,clothes,men,trouser,13209,20,264180
2025-05-15,electronics,none,headphones,25808,32,825856
2025-03-15,supermarket,none,tea,46557,40,1862280
2025-01-16,supermarket,none,rice,57062,39,2225418
2025-10-31,clothes,women,top,23593,30,707790
2025-07-29,electronics,none,laptop,6349,34,215866
2025-08-24,supermarket,none,tea,17123,38,650674
2025-05-31,supermarket,none,bread,27539,10,275390
2025-03-14,stationary,none,page-folder,57065,39,2225535
2025-06-01,stationary,none,pen,6912,14,96768
2025-05-31,electronics,none,laptop,21662,24,519888
2025-01-24,clothes,men,trouser,17132,5,85660
2025-12-25,clothes,women,top,28227,5,141135
2025-11-25,clothes,women,suits,23408,40,936320
2025-05-05,electronics,none,laptop,25123,30,753690
2025-11-25,supermarket,none,cooking oil,12023,1,12023
2025-08-23,clothes,women,suits,45031,22,990682
2025-11-28,clothes,women,suits,7265,4,29060
2025-12-05,electronics,none,laptop,15295,16,244720
2025-11-26,clothes,women,suits,2178,33,71874
2025-09-24,supermarket,none,rice,15081,15,226215
2025-01-23,supermarket,none,bread,8473,31,262663
2025-01-28,stationary,none,notebook,25064,13,325832
2025-06-02,supermarket,none,cooking oil,788,7,5516
2025-09-17,clothes,men,trouser,58183,9,523647
2025-01-31,electronics,none,laptop,59871,19,1137549
2025-10-07,clothes,women,top,23047,7,161329
2025-03-05,supermarket,none,tea,25237,31,782347
2025-07-31,supermarket,none,bread,28957,39,1129323
2025-02-11,supermarket,none,tea,53263,6,319578
2025-07-22,clothes,men,trouser,7019,6,42114
2025-09-23,electronics,none,headphones,33052,16,528832
2025-10-08,clothes,men,shirt,31101,23,715323
2025-02-26,supermarket,none,bread,44223,13,574899
2025-11-18,electronics,none,smartwatch,37019,5,185095
2025-10-12,clothes,women,suits,57250,36,2061000
2025-09-08,supermarket,none,tea,14520,7,101640
2025-11-18,electronics,none,mobile,52733,3,158199
2025-03-27,clothes,women,top,34801,3,104403
2025-06-12,clothes,women,top,39365,16,629840
2025-12-07,electronics,none,mobile,41491,30,1244730
2025-03-12,electronics,none,smartwatch,5958,16,95328
2025-11-03,supermarket,none,tea,36152,13,469976
2025-06-28,clothes,women,top,1010,37,37370
2025-07-20,clothes,men,shirt,19189,15,287835
2025-02-13,clothes,men,trouser,40793,9,367137
2025-05-22,electronics,none,laptop,28305,14,396270
2025-02-26,supermarket,none,tea,47050,7,329350
2025-08-31,electronics,none,headphones,9123,23,209829
2025-03-26,stationary,none,page-folder,56133,17,954261
2025-02-13,supermarket,none,tea,10440,4,41760
2025-08-08,stationary,none,pencil,43805,28,1226540
2025-04-29,stationary,none,page-folder,45631,29,1323299
2025-06-06,stationary,none,page-folder,26597,8,212776
2025-11-26,stationary,none,pencil,29904,8,239232
2025-01-28,clothes,men,shirt,14691,20,293820
2025-01-16,electronics,none,headphones,30756,9,276804
2025-11-24,stationary,none,notebook,4034,14,56476
2025-05-28,electronics,none,headphones,15467,14,216538
2025-03-27,stationary,none,pen,11056,31,342736
2025-08-12,supermarket,none,rice,55693,15,835395
2025-12-05,supermarket,none,tea,33232,35,1163120
2025-06-17,electronics,none,laptop,23642,14,330988
2025-03-25,clothes,men,trouser,47788,4,191152
2025-01-09,supermarket,none,rice,37033,28,1036924
2025-04-23,clothes,men,shirt,1429,7,10003
2025-06-18,clothes,men,trouser,52821,29,1531809
2025-12-04,supermarket,none,bread,41498,38,1576924
2025-03-09,clothes,men,trouser,37499,19,712481
2025-04-22,clothes,women,top,38782,23,891986
2025-01-19,stationary,none,page-folder,45210,20,904200
2025-09-02,electronics,none,mobile,33171,40,1326840
2025-04-26,stationary,none,pen,53902,12,646824
2025-09-04,electronics,none,mobile,9792,40,391680
2025-11-30,clothes,men,trouser,50243,12,602916
2025-03-10,electronics,none,smartwatch,35,2,70
2025-02-02,supermarket,none,rice,7338,1,7338
2025-02-27,electronics,none,smartwatch,42742,9,384678
2025-02-22,stationary,none,notebook,18773,4,75092
2025-11-03,stationary,none,pen,48554,16,776864
2025-11-03,supermarket,none,cooking oil,17480,9,157320
2025-11-01,stationary,none,page-folder,13404,1,13404
2025-10-24,electronics,none,mobile,5637,21,118377
2025-02-28,supermarket,none,rice,5166,36,185976
2025-05-04,supermarket,none,bread,21460,16,343360
2025-10-05,electronics,none,laptop,37919,40,1516760
2025-01-22,electronics,none,mobile,35609,4,142436
2025-10-04,clothes,men,shirt,59933,10,599330
2025-11-21,electronics,none,mobile,38352,40,1534080
2025-09-29,stationary,none,page-folder,25218,31,781758
2025-09-26,supermarket,none,bread,13496,20,269920
2025-07-31,supermarket,none,bread,53842,13,699946
2025-06-03,clothes,men,shirt,22783,24,546792
2025-02-15,clothes,women,top,25088,32,802816
2025-04-07,stationary,none,page-folder,37309,23,858107
2025-08-23,electronics,none,laptop,48768,11,536448
2025-09-13,clothes,men,trouser,48103,10,481030
2025-03-06,supermarket,none,rice,53233,38,2022854
2025-07-18,supermarket,none,rice,45536,7,318752
2025-10-23,stationary,none,pencil,8971,26,233246
2025-05-15,supermarket,none,tea,19545,6,117270
2025-09-17,supermarket,none,cooking oil,39533,23,909259
2025-10-24,electronics,none,laptop,5177,7,36239
2025-05-28,supermarket,none,tea,15210,5,76050
2025-10-28,stationary,none,pen,4364,17,74188
2025-11-18,electronics,none,smartwatch,15204,2,30408
2025-03-03,stationary,none,pencil,10681,34,363154
2025-05-16,clothes,men,shirt,30019,4,120076
2025-08-25,stationary,none,pen,38835,5,194175
2025-03-18,stationary,none,pen,26918,40,1076720
2025-10-02,clothes,men,trouser,1141,37,42217
2025-05-25,stationary,none,page-folder,375,28,10500
2025-07-27,electronics,none,smartwatch,19626,25,490650
2025-01-04,clothes,men,trouser,13329,7,93303
2025-05-26,stationary,none,pen,19977,20,399540
2025-11-10,electronics,none,smartwatch,3143,26,81718
2025-08-18,stationary,none,pencil,46000,28,1288000
2025-09-07,electronics,none,headphones,26390,30,791700
2025-01-23,supermarket,none,rice,20172,21,423612
2025-08-15,stationary,none,page-folder,17964,31,556884
2025-11-02,electronics,none,headphones,37963,7,265741
2025-01-04,stationary,none,page-folder,55778,25,1394450
2025-03-21,supermarket,none,tea,58914,27,1590678
2025-08-13,stationary,none,pencil,51141,17,869397
2025-11-02,electronics,none,laptop,58784,32,1881088
2025-04-25,stationary,none,notebook,39175,33,1292775
2025-12-07,electronics,none,headphones,15564,28,435792
2025-03-10,supermarket,none,rice,41385,17,703545
2025-05-22,supermarket,none,rice,2805,24,67320
2025-09-09,supermarket,none,rice,34116,28,955248
2025-12-13,clothes,women,top,54063,25,1351575
2025-05-02,stationary,none,pencil,57881,31,1794311
2025-06-22,supermarket,none,bread,2779,37,102823
2025-02-27,clothes,men,shirt,59937,27,1618299
2025-05-31,electronics,none,laptop,14298,8,114384
2025-04-29,electronics,none,smartwatch,4016,32,128512
2025-06-25,supermarket,none,cooking oil,48951,8,391608
2025-08-02,clothes,women,suits,44235,3,132705
2025-06-08,clothes,women,top,1487,16,23792
2025-02-02,electronics,none,smartwatch,14251,24,342024
2025-12-17,supermarket,none,bread,38071,18,685278
2025-02-23,supermarket,none,bread,29202,28,817656
2025-02-09,electronics,none,laptop,20801,37,769637
2025-02-10,supermarket,none,tea,22039,18,396702
2025-08-10,electronics,none,mobile,33146,30,994380
2025-07-17,clothes,men,shirt,44330,28,1241240
2025-11-20,supermarket,none,bread,33816,40,1352640
2025-10-17,stationary,none,pen,24345,39,949455
2025-01-12,supermarket,none,cooking oil,19941,16,319056
2025-10-22,electronics,none,laptop,35338,26,918788
2025-06-05,supermarket,none,tea,2687,30,80610
2025-10-24,supermarket,none,tea,41758,19,793402
2025-05-10,electronics,none,laptop,32677,35,1143695
2025-09-17,stationary,none,pen,3729,17,63393
2025-10-07,electronics,none,headphones,27989,32,895648
2025-05-22,supermarket,none,tea,41122,1,41122
2025-01-11,stationary,none,pen,22621,33,746493
2025-07-13,supermarket,none,tea,24982,37,924334
2025-07-21,stationary,none,page-folder,446,21,9366
2025-08-10,clothes,men,trouser,53742,18,967356
2025-04-13,stationary,none,page-folder,39922,5,199610
2025-12-04,clothes,women,top,50071,16,801136
2025-02-07,clothes,men,trouser,23432,13,304616
2025-12-10,supermarket,none,tea,32560,34,1107040
2025-06-11,stationary,none,pen,7539,21,158319
2025-06-21,supermarket,none,tea,14639,27,395253
2025-03-01,electronics,none,smartwatch,30087,30,902610
2025-02-19,stationary,none,pen,4500,33,148500
2025-01-04,supermarket,none,bread,22446,40,897840
2025-09-16,clothes,men,trouser,7739,20,154780
2025-08-12,electronics,none,laptop,4036,2,8072
2025-11-13,stationary,none,pencil,5273,38,200374
2025-08-09,clothes,women,suits,28884,7,202188
2025-04-30,supermarket,none,cooking oil,22034,27,594918
2025-05-11,clothes,men,shirt,329,26,8554
2025-06-26,clothes,men,trouser,50193,40,2007720
2025-03-14,electronics,none,mobile,52621,32,1683872
2025-06-01,clothes,women,top,44554,2,89108
2025-06-07,stationary,none,pen,22429,40,897160
2025-05-22,stationary,none,notebook,33606,22,739332
2025-09-06,clothes,women,suits,2372,14,33208
2025-12-12,electronics,none,mobile,6676,31,206956
2025-05-10,electronics,none,laptop,50600,13,657800
2025-09-03,supermarket,none,cooking oil,24686,4,98744
2025-06-02,supermarket,none,cooking oil,20920,37,774040
2025-05-12,electronics,none,laptop,8450,5,42250
2025-01-10,stationary,none,page-folder,1691,6,10146
2025-04-25,stationary,none,pen,35082,39,1368198
2025-05-09,supermarket,none,cooking oil,13986,10,139860
2025-10-24,supermarket,none,tea,31814,38,1208932
2025-10-11,supermarket,none,tea,13937,18,250866
2025-11-24,supermarket,none,bread,54788,25,1369700
2025-03-03,stationary,none,pencil,14324,27,386748
2025-01-07,clothes,women,top,18944,24,454656
2025-05-23,supermarket,none,bread,41191,40,1647640
2025-11-04,clothes,women,suits,49937,14,699118
2025-01-23,supermarket,none,rice,49107,40,1964280
2025-10-12,stationary,none,pen,55976,40,2239040
2025-10-30,stationary,none,notebook,53811,22,1183842
2025-04-02,electronics,none,headphones,7853,32,251296
2025-01-26,electronics,none,laptop,25818,23,593814
2025-06-03,stationary,none,notebook,20520,9,184680
2025-12-25,clothes,men,trouser,38269,24,918456
2025-04-19,electronics,none,mobile,23140,24,555360
2025-10-14,supermarket,none,cooking oil,43692,4,174768
2025-01-05,supermarket,none,cooking oil,59323,22,1305106
2025-02-24,stationary,none,page-folder,42067,26,1093742
2025-10-19,clothes,women,suits,3985,16,63760
2025-05-06,supermarket,none,rice,29114,11,320254
2025-04-03,supermarket,none,tea,8762,18,157716
2025-12-18,supermarket,none,cooking oil,37225,12,446700
2025-04-30,stationary,none,pen,2700,5,13500
2025-11-19,supermarket,none,cooking oil,22634,8,181072
2025-02-05,stationary,none,pen,9122,21,191562
2025-03-06,stationary,none,page-folder,25482,7,178374
2025-11-17,stationary,none,pen,50989,6,305934
2025-09-27,supermarket,none,tea,12067,4,48268
2025-03-18,clothes,women,top,17274,5,86370
2025-05-12,clothes,women,suits,2540,9,22860
2025-02-28,supermarket,none,bread,23689,15,355335
2025-04-12,supermarket,none,cooking oil,6913,3,20739
2025-04-15,clothes,men,shirt,12243,23,281589
2025-06-24,clothes,women,top,15014,27,405378
2025-07-21,electronics,none,headphones,24656,2,49312
2025-05-29,supermarket,none,rice,23612,17,401404
2025-02-12,supermarket,none,rice,18503,9,166527
2025-05-15,clothes,men,trouser,5885,11,64735
2025-10-30,stationary,none,notebook,1293,39,50427
2025-02-14,stationary,none,pencil,13911,11,153021
2025-11-14,stationary,none,notebook,44435,4,177740
2025-03-22,clothes,men,trouser,7868,2,15736
2025-07-30,supermarket,none,bread,54175,13,704275
